m  tie_count pf_tie pdf_tie   loop_count pf_loop pdf_loop  tail_count pf_tail pdf_tail   
49 21 0.00277557 0.00795184 5 0.00104998 0.00447186 22 0.00313748 0.0104443
50 27 0.0035686 0.0104324 2 0.000419992 0.00182525 14 0.00199658 0.00678203
51 15 0.00198255 0.00591172 1 0.000209996 0.000930878 19 0.00270964 0.00938826
52 16 0.00211472 0.00642948 5 0.00104998 0.00474565 22 0.00313748 0.0110838
53 17 0.00224689 0.00696269 3 0.000629987 0.00290215 24 0.0034227 0.0123239
54 14 0.00185038 0.00584217 1 0.000209996 0.000985635 11 0.00156874 0.00575503
55 13 0.00171821 0.00552533 4 0.000839983 0.00401555 21 0.00299487 0.0111903
56 8 0.00105736 0.00346203 2 0.000419992 0.00204428 14 0.00199658 0.00759587
57 15 0.00198255 0.00660721 3 0.000629987 0.00312118 10 0.00142613 0.00552251
58 16 0.00211472 0.00717134 1 0.000209996 0.00105865 13 0.00185396 0.00730521
59 13 0.00171821 0.00592717 2 0.000419992 0.0021538 5 0.000713063 0.00285814
60 12 0.00158604 0.00556397 2 0.000419992 0.0021903 12 0.00171135 0.0069758
61 10 0.0013217 0.00471392 1 0.000209996 0.0011134 9 0.00128351 0.00531905
62 9 0.00118953 0.00431208 2 0.000419992 0.00226331 12 0.00171135 0.00720832
63 8 0.00105736 0.00389478 1 0.000209996 0.00114991 12 0.00171135 0.00732459
64 6 0.000793021 0.00296745 2 0.000419992 0.00233632 15 0.00213919 0.00930106
65 4 0.000528681 0.00200921 0 0 0 11 0.00156874 0.00692735
66 6 0.000793021 0.00306018 1 0.000209996 0.00120467 8 0.0011409 0.00511559
67 4 0.000528681 0.00207103 0 0 0 11 0.00156874 0.0071405
68 7 0.000925192 0.0036784 1 0.000209996 0.00124117 8 0.0011409 0.0052706
69 3 0.000396511 0.00159964 0 0 0 6 0.000855676 0.00401108
70 3 0.000396511 0.00162282 0 0 0 8 0.0011409 0.00542562
71 4 0.000528681 0.00219468 1 0.000209996 0.00129593 6 0.000855676 0.00412735
72 6 0.000793021 0.00333838 1 0.000209996 0.00131418 5 0.000713063 0.0034879
73 5 0.000660851 0.00282062 0 0 0 8 0.0011409 0.00565815
74 4 0.000528681 0.00228741 0 0 0 7 0.000998289 0.0050187
75 8 0.00105736 0.00463664 1 0.000209996 0.00136894 5 0.000713063 0.00363323
76 3 0.000396511 0.00176192 1 0.000209996 0.00138719 5 0.000713063 0.00368167
77 1 0.00013217 0.000595036 0 0 0 4 0.000570451 0.00298409
78 6 0.000793021 0.00361658 1 0.000209996 0.0014237 4 0.000570451 0.00302285
79 1 0.00013217 0.000610491 0 0 0 6 0.000855676 0.0045924
80 2 0.00026434 0.00123644 0 0 0 6 0.000855676 0.00465053
81 2 0.00026434 0.00125189 0 0 0 7 0.000998289 0.00549344
82 2 0.00026434 0.00126735 1 0.000209996 0.00149671 4 0.000570451 0.00317786
83 2 0.00026434 0.0012828 0 0 0 6 0.000855676 0.00482493
84 4 0.000528681 0.00259652 0 0 0 5 0.000713063 0.00406922
85 1 0.00013217 0.000656858 0 0 0 4 0.000570451 0.00329413
86 2 0.00026434 0.00132917 0 0 0 9 0.00128351 0.00749898
87 0 0 0 0 0 0 6 0.000855676 0.00505745
88 1 0.00013217 0.000680041 0 0 0 0 0 0
89 2 0.00026434 0.00137554 0 0 0 4 0.000570451 0.00344914
90 1 0.00013217 0.000695496 0 0 0 6 0.000855676 0.00523185
91 1 0.00013217 0.000703224 0 0 0 2 0.000285225 0.00176333
92 0 0 0 0 0 0 3 0.000427838 0.00267406
93 0 0 0 0 0 0 1 0.000142613 0.000901041
94 1 0.00013217 0.000726407 0 0 0 1 0.000142613 0.000910729
95 1 0.00013217 0.000734135 0 0 0 2 0.000285225 0.00184084
96 0 0 0 0 0 0 2 0.000285225 0.00186021
97 0 0 0 0 0 0 1 0.000142613 0.000939795
98 0 0 0 1 0.000209996 0.00178875 1 0.000142613 0.000949484
99 0 0 0 0 0 0 25 0.00356532 0.0239793
 f_tail= 0.144801 f_loop=0.0768617 f_tie= 0.181543 f_tie+f_loop+f_tail= 0.403206 f_amorph= 0.432062 Ave_tie=17.1232 Ave_loop=11.505 Ave_tail=14.8185
