m  tie_count pf_tie pdf_tie   loop_count pf_loop pdf_loop  tail_count pf_tail pdf_tail   
75 3 0.000378167 0.00189811 0 0 0 2 0.000307692 0.00238994
76 0 0 0 0 0 0 0 0 0
77 2 0.000252111 0.00129915 1 0.000166834 0.00118807 0 0 0
78 1 0.000126056 0.000658011 0 0 0 1 0.000153846 0.00124277
79 2 0.000252111 0.00133289 0 0 0 1 0.000153846 0.0012587
80 2 0.000252111 0.00134977 0 0 0 2 0.000307692 0.00254927
81 0 0 0 0 0 0 0 0 0
82 2 0.000252111 0.00138351 0 0 0 1 0.000153846 0.0013065
83 2 0.000252111 0.00140038 0 0 0 1 0.000153846 0.00132244
84 0 0 0 0 0 0 0 0 0
85 1 0.000126056 0.000717064 0 0 0 1 0.000153846 0.0013543
86 2 0.000252111 0.001451 0 0 0 3 0.000461538 0.0041107
87 0 0 0 0 0 0 1 0.000153846 0.00138617
88 0 0 0 0 0 0 0 0 0
89 0 0 0 0 0 0 0 0 0
90 0 0 0 0 0 0 0 0 0
91 1 0.000126056 0.00076768 0 0 0 1 0.000153846 0.0014499
92 1 0.000126056 0.000776116 0 0 0 1 0.000153846 0.00146583
93 0 0 0 0 0 0 0 0 0
94 0 0 0 0 0 0 1 0.000153846 0.0014977
95 0 0 0 0 0 0 0 0 0
96 0 0 0 0 0 0 0 0 0
97 1 0.000126056 0.000818296 0 0 0 1 0.000153846 0.0015455
98 0 0 0 0 0 0 1 0.000153846 0.00156143
99 0 0 0 0 0 0 4 0.000615385 0.00630945
 f_tail= 0.0880513 f_loop=0.0909245 f_tie= 0.166301 f_tie+f_loop+f_tail= 0.345276 f_amorph= 0.374184 Ave_tie=14.9435 Ave_loop=10.8126 Ave_tail=9.67108
