m  tie_count pf_tie pdf_tie   loop_count pf_loop pdf_loop  tail_count pf_tail pdf_tail   
75 1 0.000134282 0.000588531 0 0 0 3 0.000422476 0.00210033
76 3 0.000402847 0.00178913 0 0 0 4 0.000563301 0.00283778
77 5 0.000671411 0.00302112 0 0 0 8 0.0011266 0.00575024
78 2 0.000268565 0.00122414 0 0 0 9 0.00126743 0.00655303
79 3 0.000402847 0.00185976 0 0 0 9 0.00126743 0.00663704
80 2 0.000268565 0.00125553 0 0 0 8 0.0011266 0.00597427
81 2 0.000268565 0.00127123 0 0 0 1 0.000140825 0.000756119
82 4 0.000537129 0.00257384 0 0 0 2 0.00028165 0.00153091
83 2 0.000268565 0.00130261 0 0 0 3 0.000422476 0.00232437
84 0 0 0 0 0 0 3 0.000422476 0.00235237
85 3 0.000402847 0.002001 0 0 0 8 0.0011266 0.00634767
86 1 0.000134282 0.000674849 1 0.00020145 0.00149181 5 0.000704126 0.00401396
87 1 0.000134282 0.000682696 0 0 0 7 0.000985777 0.00568489
88 4 0.000537129 0.00276217 0 0 0 5 0.000704126 0.00410731
89 1 0.000134282 0.00069839 0 0 0 5 0.000704126 0.00415399
90 0 0 0 1 0.00020145 0.0015612 3 0.000422476 0.0025204
91 3 0.000402847 0.00214225 0 0 0 5 0.000704126 0.00424733
92 1 0.000134282 0.000721931 1 0.00020145 0.00159589 5 0.000704126 0.00429401
93 0 0 0 0 0 0 1 0.000140825 0.000868137
94 0 0 0 1 0.00020145 0.00163059 3 0.000422476 0.00263241
95 1 0.000134282 0.000745472 0 0 0 4 0.000563301 0.00354722
96 0 0 0 0 0 0 1 0.000140825 0.000896141
97 0 0 0 0 0 0 1 0.000140825 0.000905476
98 0 0 0 0 0 0 0 0 0
99 0 0 0 0 0 0 28 0.00394311 0.0258761
 f_tail= 0.150289 f_loop=0.0808754 f_tie= 0.178782 f_tie+f_loop+f_tail= 0.409947 f_amorph= 0.432977 Ave_tie=17.1227 Ave_loop=11.6132 Ave_tail=15.2394
