m  tie_count pf_tie pdf_tie   loop_count pf_loop pdf_loop  tail_count pf_tail pdf_tail   
47 10 0.00126167 0.00432538 0 0 0 2 0.000323887 0.00198062
48 10 0.00126167 0.00441741 5 0.000771486 0.00355313 8 0.00129555 0.00809102
49 13 0.00164017 0.00586227 5 0.000771486 0.00362716 5 0.000809717 0.00516224
50 6 0.000757002 0.00276088 1 0.000154297 0.000740236 2 0.000323887 0.00210704
51 12 0.001514 0.0056322 0 0 0 7 0.0011336 0.00752212
52 10 0.00126167 0.00478553 2 0.000308594 0.00153969 3 0.00048583 0.00328698
53 4 0.000504668 0.00195102 1 0.000154297 0.00078465 1 0.000161943 0.00111673
54 9 0.0011355 0.00447263 0 0 0 3 0.00048583 0.0034134
55 2 0.000252334 0.00101232 2 0.000308594 0.00162852 3 0.00048583 0.00347661
56 2 0.000252334 0.00103073 0 0 0 5 0.000809717 0.00589971
57 7 0.000883169 0.00367197 1 0.000154297 0.000843869 3 0.00048583 0.00360303
58 6 0.000757002 0.00320262 3 0.000462892 0.00257602 5 0.000809717 0.00611041
59 5 0.000630835 0.00271487 0 0 0 3 0.00048583 0.00372946
60 9 0.0011355 0.00496958 1 0.000154297 0.000888284 1 0.000161943 0.00126422
61 3 0.000378501 0.00168414 0 0 0 5 0.000809717 0.00642646
62 1 0.000126167 0.000570582 1 0.000154297 0.000917893 1 0.000161943 0.00130636
63 1 0.000126167 0.000579785 0 0 0 0 0 0
64 3 0.000378501 0.00176696 1 0.000154297 0.000947502 4 0.000647773 0.00539402
65 3 0.000378501 0.00179457 0 0 0 2 0.000323887 0.00273915
66 3 0.000378501 0.00182218 0 0 0 5 0.000809717 0.00695322
67 3 0.000378501 0.00184979 2 0.000308594 0.00198383 1 0.000161943 0.00141172
68 1 0.000126167 0.0006258 0 0 0 1 0.000161943 0.00143279
69 1 0.000126167 0.000635002 1 0.000154297 0.00102153 0 0 0
70 3 0.000378501 0.00193262 1 0.000154297 0.00103633 2 0.000323887 0.00294985
71 1 0.000126167 0.000653408 0 0 0 0 0 0
72 1 0.000126167 0.000662611 0 0 0 1 0.000161943 0.00151707
73 1 0.000126167 0.000671814 0 0 0 1 0.000161943 0.00153814
74 0 0 0 0 0 0 1 0.000161943 0.00155921
75 0 0 0 0 0 0 1 0.000161943 0.00158028
76 1 0.000126167 0.000699423 0 0 0 2 0.000323887 0.0032027
77 0 0 0 0 0 0 0 0 0
78 0 0 0 0 0 0 0 0 0
79 0 0 0 0 0 0 0 0 0
80 1 0.000126167 0.000736235 0 0 0 1 0.000161943 0.00168563
81 0 0 0 0 0 0 1 0.000161943 0.0017067
82 0 0 0 0 0 0 2 0.000323887 0.00345554
83 0 0 0 0 0 0 0 0 0
84 0 0 0 0 0 0 1 0.000161943 0.00176991
85 0 0 0 0 0 0 0 0 0
86 0 0 0 0 0 0 2 0.000323887 0.0036241
87 1 0.000126167 0.000800655 0 0 0 1 0.000161943 0.00183312
88 0 0 0 0 0 0 0 0 0
89 0 0 0 0 0 0 0 0 0
90 1 0.000126167 0.000828264 0 0 0 1 0.000161943 0.00189633
91 0 0 0 0 0 0 0 0 0
92 0 0 0 0 0 0 0 0 0
93 0 0 0 0 0 0 0 0 0
94 0 0 0 0 0 0 1 0.000161943 0.00198062
95 0 0 0 0 0 0 0 0 0
96 0 0 0 0 0 0 0 0 0
97 0 0 0 0 0 0 0 0 0
98 0 0 0 0 0 0 0 0 0
99 0 0 0 0 0 0 6 0.00097166 0.0125158
 f_tail= 0.0665825 f_loop=0.0947615 f_tie= 0.152442 f_tie+f_loop+f_tail= 0.313786 f_amorph= 0.344088 Ave_tie=13.7094 Ave_loop=10.4222 Ave_tail=7.73393
