m  tie_count pf_tie pdf_tie   loop_count pf_loop pdf_loop  tail_count pf_tail pdf_tail   
29 70 0.00863238 0.0185327 32 0.00504016 0.0137921 18 0.0028731 0.0112599
30 55 0.00678259 0.0150635 18 0.00283509 0.00802556 25 0.00399042 0.0161781
31 62 0.00764583 0.0175467 14 0.00220507 0.00645017 20 0.00319234 0.0133739
32 55 0.00678259 0.0160678 10 0.00157505 0.00475589 14 0.00223464 0.00966371
33 46 0.00567271 0.0138585 13 0.00204757 0.00637586 8 0.00127694 0.00569469
34 44 0.00542607 0.0136576 13 0.00204757 0.00656907 9 0.00143655 0.00660066
35 23 0.00283635 0.00734918 9 0.00141755 0.00468158 12 0.0019154 0.00905973
36 43 0.00530275 0.0141323 11 0.00173256 0.00588541 15 0.00239425 0.0116482
37 30 0.00369959 0.0101337 7 0.00110254 0.0038493 8 0.00127694 0.00638495
38 31 0.00382291 0.0107545 9 0.00141755 0.00508286 13 0.00207502 0.010656
39 23 0.00283635 0.00818909 5 0.000787526 0.00289812 10 0.00159617 0.00841261
40 29 0.00357627 0.0105901 5 0.000787526 0.00297243 3 0.000478851 0.00258849
41 25 0.00308299 0.00935765 8 0.00126004 0.00487479 9 0.00143655 0.00795962
42 17 0.00209644 0.0065184 2 0.00031501 0.00124842 4 0.000638468 0.00362389
43 19 0.00234308 0.00745874 5 0.000787526 0.00319536 5 0.000798085 0.00463772
44 18 0.00221976 0.0072305 3 0.000472515 0.0019618 12 0.0019154 0.0113894
45 7 0.000863238 0.00287577 1 0.000157505 0.000668797 4 0.000638468 0.00388274
46 16 0.00197312 0.00671925 1 0.000157505 0.000683659 3 0.000478851 0.00297677
47 12 0.00147984 0.00514899 1 0.000157505 0.000698521 7 0.00111732 0.00709679
48 11 0.00135652 0.00482033 4 0.00063002 0.00285353 9 0.00143655 0.00931858
49 6 0.000739919 0.00268405 4 0.00063002 0.00291298 1 0.000159617 0.00105697
50 13 0.00160316 0.00593412 2 0.00031501 0.00148622 1 0.000159617 0.00107854
51 5 0.000616599 0.002328 0 0 0 2 0.000319234 0.00220022
52 6 0.000739919 0.00284838 2 0.00031501 0.00154566 4 0.000638468 0.00448672
53 6 0.000739919 0.00290316 0 0 0 6 0.000957702 0.00685951
54 9 0.00110988 0.0044369 1 0.000157505 0.000802556 4 0.000638468 0.00465929
55 3 0.000369959 0.00150635 1 0.000157505 0.000817418 2 0.000319234 0.00237279
56 5 0.000616599 0.00255624 4 0.00063002 0.00332912 3 0.000478851 0.00362389
57 1 0.00012332 0.000520377 1 0.000157505 0.000847143 4 0.000638468 0.00491814
58 3 0.000369959 0.00158852 0 0 0 1 0.000159617 0.00125111
59 3 0.000369959 0.00161591 0 0 0 4 0.000638468 0.00509071
60 5 0.000616599 0.00273883 0 0 0 2 0.000319234 0.00258849
61 2 0.00024664 0.00111379 0 0 0 1 0.000159617 0.00131582
62 2 0.00024664 0.00113205 2 0.00031501 0.00184291 3 0.000478851 0.00401217
63 1 0.00012332 0.000575153 1 0.000157505 0.000936316 2 0.000319234 0.00271792
64 2 0.00024664 0.00116857 0 0 0 4 0.000638468 0.00552212
65 1 0.00012332 0.000593412 0 0 0 0 0 0
66 1 0.00012332 0.000602542 0 0 0 0 0 0
67 1 0.00012332 0.000611671 0 0 0 0 0 0
68 0 0 0 0 0 0 1 0.000159617 0.00146681
69 1 0.00012332 0.00062993 0 0 0 3 0.000478851 0.00446515
70 1 0.00012332 0.000639059 0 0 0 1 0.000159617 0.00150995
71 0 0 0 1 0.000157505 0.00105521 3 0.000478851 0.00459458
72 2 0.00024664 0.00131464 0 0 0 0 0 0
73 2 0.00024664 0.0013329 0 0 0 1 0.000159617 0.00157467
74 0 0 0 0 0 0 1 0.000159617 0.00159624
75 0 0 0 0 0 0 0 0 0
76 1 0.00012332 0.000693836 0 0 0 1 0.000159617 0.00163938
77 0 0 0 0 0 0 0 0 0
78 0 0 0 0 0 0 0 0 0
79 1 0.00012332 0.000721224 0 0 0 0 0 0
80 0 0 0 0 0 0 1 0.000159617 0.00172566
81 0 0 0 0 0 0 0 0 0
82 1 0.00012332 0.000748612 0 0 0 1 0.000159617 0.0017688
83 0 0 0 0 0 0 1 0.000159617 0.00179038
84 1 0.00012332 0.000766871 1 0.000157505 0.00124842 1 0.000159617 0.00181195
85 0 0 0 0 0 0 1 0.000159617 0.00183352
86 0 0 0 0 0 0 0 0 0
87 0 0 0 0 0 0 0 0 0
88 0 0 0 0 0 0 0 0 0
89 1 0.00012332 0.000812518 0 0 0 0 0 0
90 0 0 0 0 0 0 1 0.000159617 0.00194137
91 0 0 0 0 0 0 0 0 0
92 0 0 0 0 0 0 0 0 0
93 0 0 0 0 0 0 0 0 0
94 0 0 0 0 0 0 0 0 0
95 0 0 0 0 0 0 0 0 0
96 0 0 0 0 0 0 0 0 0
97 0 0 0 0 0 0 0 0 0
98 0 0 0 0 0 0 0 0 0
99 0 0 0 0 0 0 0 0 0
 f_tail= 0.0650379 f_loop=0.0943953 f_tie= 0.15367 f_tie+f_loop+f_tail= 0.313103 f_amorph= 0.34234 Ave_tie=13.508 Ave_loop=10.5977 Ave_tail=7.39968
